Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Weekend_Usage_Hours,High_Usage
214,21,M,Graduate,Maldives,4.6,TikTok,Yes,4.3,43.0,In Relationship,4,8,4.3,6.1,Good,6.8,False
215,20,F,Undergraduate,Bangladesh,4.1,Instagram,Yes,8.0,86.0,Single,3,7,3.1,6.7,Excellent,4.9,False
216,22,M,Graduate,India,4.4,Facebook,No,8.8,64.0,In Relationship,2,6,4.4,7.6,Excellent,6.0,False
217,27,F,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,69.0,Single,4,8,2.6,5.5,Good,5.6,True
218,21,M,Graduate,Pakistan,3.8,Instagram,Yes,8.1,48.0,In Relationship,3,7,3.2,6.6,Good,4.300000000000001,False
219,28,F,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,60.0,Single,2,5,2.9,5.8,Poor,4.8,False
220,22,M,Graduate,Maldives,4.5,TikTok,Yes,4.1,59.0,In Relationship,4,8,3.6,7.7,Average,5.800000000000001,False
221,19,F,Undergraduate,USA,6.5,Instagram,Yes,6.0,58.0,Single,4,9,6.3,5.0,Good,8.6,True
222,29,M,Graduate,UK,5.8,TikTok,Yes,6.5,58.0,In Relationship,3,7,,5.9,Excellent,2.3,True
223,20,F,Undergraduate,Australia,4.5,Instagram,No,7.5,51.0,Single,2,5,4.3,6.9,Poor,6.4,False
224,22,M,Graduate,Germany,4.2,Facebook,No,7.8,76.0,In Relationship,2,4,1.6,8.1,Average,4.1,False
225,19,F,Undergraduate,Japan,3.8,LINE,No,7.9,81.0,Single,1,3,2.9,6.6,Average,3.5,False
226,21,M,Graduate,Italy,5.5,Instagram,Yes,6.8,56.0,Single,3,7,4.8,5.9,Average,7.6,True
227,20,F,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,76.0,In Relationship,3,6,3.6,8.4,Good,4.2,True
228,22,M,Graduate,Russia,4.8,VKontakte,No,7.2,93.0,Single,2,5,2.2,5.1,Excellent,3.6,False
229,19,F,Undergraduate,USA,7.0,TikTok,Yes,5.8,87.0,In Relationship,4,9,2.6,4.3,Good,3.1,True
230,21,M,Graduate,UK,5.5,Instagram,Yes,6.7,78.0,Single,3,7,4.3,6.9,Good,5.0,True
231,20,F,Undergraduate,Australia,4.7,Facebook,No,7.4,67.0,In Relationship,2,5,2.6,6.0,Excellent,5.4,False
232,22,M,Graduate,Germany,4.0,Instagram,No,7.9,80.0,Single,1,4,3.8,5.5,Poor,5.199999999999999,False
233,19,F,Undergraduate,Japan,3.5,LINE,No,8.0,74.0,Single,1,3,3.6,7.2,Average,5.2,False
234,21,M,Graduate,Italy,5.7,TikTok,Yes,6.5,86.0,In Relationship,3,8,,6.7,Average,3.7,True
235,20,F,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,87.0,Single,3,6,6.1,5.9,Good,8.1,False
236,22,M,Graduate,Russia,4.5,VKontakte,No,7.4,57.0,In Relationship,2,5,4.3,5.2,Good,6.3,False
237,19,F,Undergraduate,USA,6.8,Instagram,Yes,5.9,53.0,Single,4,9,1.1,7.4,Average,2.5,True
238,21,M,Graduate,UK,5.6,Facebook,Yes,6.6,74.0,In Relationship,3,7,3.7,7.2,Good,5.0,True
239,20,F,Undergraduate,Australia,4.6,Instagram,No,7.3,83.0,Single,2,5,2.7,6.6,Excellent,5.4,False
240,22,M,Graduate,Germany,4.1,Facebook,No,7.7,80.0,In Relationship,2,4,4.5,8.3,Good,6.0,False
241,19,F,Undergraduate,Japan,3.7,LINE,No,7.8,99.0,Single,1,3,2.5,5.4,Average,4.2,False
242,21,M,Graduate,Italy,5.4,Instagram,Yes,6.7,69.35590551181102,Single,3,7,3.4,6.6,Good,4.6,True
243,20,F,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,69.35590551181102,In Relationship,3,6,4.1,5.8,Excellent,6.6,True
244,22,M,Graduate,Russia,4.7,VKontakte,No,7.3,69.35590551181102,Single,2,5,4.5,6.5,Excellent,6.0,False
245,19,F,Undergraduate,USA,6.9,TikTok,Yes,5.7,69.35590551181102,In Relationship,4,9,2.1,6.7,Excellent,3.9,True
246,21,M,Graduate,UK,5.7,Instagram,Yes,6.4,76.0,Single,3,7,3.1,6.3,Good,4.2,True
247,20,F,Undergraduate,Australia,4.8,Facebook,No,7.2,52.0,In Relationship,2,5,2.9,6.9,Excellent,5.9,False
248,22,M,Graduate,Germany,3.9,Instagram,No,7.8,69.35590551181102,Single,1,4,2.7,6.6,Good,3.9,False
249,19,F,Undergraduate,Japan,3.6,LINE,No,8.1,69.35590551181102,Single,1,3,5.6,7.9,Good,8.0,False
250,21,M,Graduate,Italy,5.6,TikTok,Yes,6.6,41.0,In Relationship,3,8,4.0,6.6,Good,5.6,True
251,20,F,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,55.0,Single,3,6,2.0,7.6,Good,3.0,False
252,22,M,Graduate,Russia,4.6,VKontakte,No,7.5,48.0,In Relationship,2,5,4.6,6.8,Poor,7.1,False
253,19,F,Undergraduate,USA,6.7,Instagram,Yes,5.8,69.35590551181102,Single,4,9,6.0,7.0,Poor,7.3,True
254,21,M,Graduate,UK,5.4,Facebook,Yes,6.5,77.0,In Relationship,3,7,,7.1,Poor,7.4,True
255,20,F,Undergraduate,Australia,4.4,Instagram,No,7.4,50.0,Single,2,5,1.7,6.9,Good,4.5,False
256,22,M,Graduate,Germany,4.0,Facebook,No,7.6,93.0,In Relationship,2,4,2.9,7.1,Good,5.5,False
257,19,F,Undergraduate,Japan,3.4,LINE,No,8.2,95.0,Single,1,3,5.0,7.8,Poor,5.6,False
258,21,M,Graduate,Italy,5.3,Instagram,Yes,6.8,61.0,Single,3,7,2.7,6.7,Average,5.2,True
259,20,F,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,72.0,In Relationship,3,6,4.0,7.2,Excellent,5.5,False
260,22,M,Graduate,Russia,4.4,VKontakte,No,7.6,75.0,Single,2,5,,6.4,Excellent,7.1000000000000005,False
261,19,F,Undergraduate,USA,6.6,TikTok,Yes,5.6,84.0,In Relationship,4,9,2.4,7.9,Good,4.5,True
262,21,M,Graduate,UK,5.3,Instagram,Yes,6.3,62.0,Single,3,7,3.4,5.8,Poor,6.0,True
263,20,F,Undergraduate,Australia,4.3,Facebook,No,7.5,84.0,In Relationship,2,5,,8.3,Good,1.2999999999999998,False
264,22,M,Graduate,Germany,3.8,Instagram,No,7.7,84.0,Single,1,4,2.3,6.5,Good,4.1,False
265,19,F,Undergraduate,Japan,3.3,LINE,No,8.3,73.0,Single,1,3,3.2,5.1,Excellent,4.1000000000000005,False
266,21,M,Graduate,Italy,5.2,TikTok,Yes,6.9,48.0,In Relationship,3,8,,6.6,Average,4.5,True
267,20,F,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,63.0,Single,3,6,5.5,5.8,Average,7.0,False
268,22,M,Graduate,Russia,4.3,VKontakte,No,7.7,47.0,In Relationship,2,5,1.8,7.3,Average,3.6,False
269,19,F,Undergraduate,USA,6.4,Instagram,Yes,5.7,46.0,Single,4,9,3.0,5.8,Average,5.5,True
270,21,M,Graduate,UK,5.2,Facebook,Yes,6.4,75.0,In Relationship,3,7,3.7,6.1,Poor,5.7,True
271,20,F,Undergraduate,Australia,4.5,Instagram,No,7.3,57.0,Single,2,5,5.2,4.6,Good,6.2,False
272,22,M,Graduate,Germany,3.7,Facebook,No,7.8,42.0,In Relationship,1,4,1.8,6.0,Good,3.8,False
273,19,F,Undergraduate,Japan,3.2,LINE,No,8.4,69.35590551181102,Single,1,3,4.9,4.1,Good,6.4,False
274,29,M,Graduate,Italy,5.4,Instagram,Yes,6.7,45.0,Single,3,7,3.5,4.9,Average,5.2,True
275,20,F,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,83.0,In Relationship,3,6,2.3,7.3,Average,2.9,False
276,22,M,Graduate,Russia,4.2,VKontakte,No,7.8,83.0,Single,2,5,4.1,7.3,Average,5.1,False
277,19,F,Undergraduate,USA,6.6,TikTok,Yes,5.5,60.0,In Relationship,4,9,3.7,6.6,Average,4.9,True
278,21,M,Graduate,UK,5.1,Instagram,Yes,6.5,67.0,Single,3,7,2.8,5.5,Good,5.1,True
279,20,F,Undergraduate,Australia,4.4,Facebook,No,7.4,79.0,In Relationship,2,5,3.6,6.5,Poor,4.1,False
280,22,M,Graduate,Germany,3.6,Instagram,No,7.9,69.35590551181102,Single,1,4,3.0,6.5,Good,4.5,False
281,19,F,Undergraduate,Japan,3.1,LINE,No,8.5,93.0,Single,1,3,3.6,6.6,Good,6.4,False
282,21,M,Graduate,Italy,5.3,TikTok,Yes,6.8,40.0,In Relationship,3,8,4.3,8.0,Average,5.1,True
283,20,F,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,75.0,Single,3,6,5.4,7.4,Average,7.2,False
284,22,M,Graduate,Russia,4.1,VKontakte,No,7.9,60.0,In Relationship,2,5,2.0,6.3,Good,4.5,False
285,19,F,Undergraduate,USA,6.7,Instagram,Yes,5.4,99.0,Single,4,9,6.1,6.5,Good,9.0,True
286,21,M,Graduate,UK,5.0,Facebook,Yes,6.6,82.0,In Relationship,3,7,1.2,6.7,Poor,3.6,False
287,20,F,Undergraduate,Australia,4.3,Instagram,No,7.5,69.35590551181102,Single,2,5,3.3,4.5,Good,5.6,False
288,22,M,Graduate,Germany,3.5,Facebook,No,8.0,52.0,In Relationship,1,4,4.2,6.6,Poor,6.800000000000001,False
289,19,F,Undergraduate,Japan,3.0,LINE,No,8.6,96.0,Single,1,3,3.8,6.6,Excellent,5.4,False
290,21,M,Graduate,Italy,5.2,Instagram,Yes,6.9,88.0,Single,3,7,2.8,5.5,Good,5.3,True
291,20,F,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,93.0,In Relationship,3,6,3.3,6.2,Excellent,3.8,False
292,22,M,Graduate,Russia,4.0,VKontakte,No,8.0,93.0,Single,2,5,2.9,8.3,Poor,5.699999999999999,False
293,19,F,Undergraduate,USA,6.8,TikTok,Yes,5.3,49.0,In Relationship,4,9,2.8,7.1,Average,4.4,True
294,21,M,Graduate,UK,4.9,Instagram,Yes,6.7,92.0,Single,3,7,4.5,5.9,Excellent,6.4,False
295,20,F,Undergraduate,Australia,4.2,Facebook,No,7.6,69.35590551181102,In Relationship,2,5,3.9,7.1,Good,5.0,False
296,22,M,Graduate,Germany,3.4,Instagram,No,8.1,86.0,Single,1,4,2.7,7.9,Average,5.1,False
297,19,F,Undergraduate,Japan,2.9,LINE,No,8.7,92.0,Single,1,3,4.6,7.4,Excellent,5.3,False
298,21,M,Graduate,Italy,5.1,TikTok,Yes,7.0,49.0,In Relationship,3,8,3.9,6.6,Poor,6.6,True
299,20,F,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,69.35590551181102,Single,3,6,4.5,5.9,Average,7.1,False
300,22,M,Graduate,Russia,3.9,VKontakte,No,8.1,52.0,In Relationship,2,5,,6.6,Good,5.3,False
301,19,F,Undergraduate,USA,6.9,Instagram,Yes,5.2,76.0,Single,4,9,2.5,6.9,Poor,5.0,True
302,21,M,Graduate,UK,4.8,Facebook,Yes,6.8,77.0,In Relationship,3,7,2.8,7.4,Good,5.3,False
303,20,F,Undergraduate,Australia,4.1,Instagram,No,7.7,63.0,Single,2,5,4.4,6.6,Poor,6.5,False
304,22,M,Graduate,Germany,3.3,Facebook,No,8.2,41.0,In Relationship,1,4,4.2,7.5,Average,5.6,False
305,19,F,Undergraduate,Japan,2.8,LINE,No,8.8,61.0,Single,1,3,3.5,6.0,Average,4.7,False
306,21,M,Graduate,Italy,5.0,Instagram,Yes,7.1,56.0,Single,3,7,3.6,7.8,Excellent,4.7,False
307,20,F,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,75.0,In Relationship,3,6,5.0,6.7,Poor,6.3,False
308,22,M,Graduate,Russia,3.8,VKontakte,No,8.2,53.0,Single,2,5,2.8,8.6,Good,5.6,False
309,19,F,Undergraduate,USA,7.0,TikTok,Yes,5.1,49.0,In Relationship,4,9,4.2,6.6,Excellent,4.9,True
310,21,M,Graduate,UK,4.7,Instagram,Yes,6.9,74.0,Single,3,7,3.3,8.2,Excellent,5.9,False
311,20,F,Undergraduate,Australia,4.0,Facebook,No,7.8,64.0,In Relationship,2,5,3.2,6.7,Average,4.6,False
312,22,M,Graduate,Germany,3.2,Instagram,No,8.3,42.0,Single,1,4,4.8,5.8,Good,6.6,False
313,19,F,Undergraduate,Japan,2.7,LINE,No,8.9,86.0,Single,1,3,4.5,6.0,Average,7.0,False
314,21,M,Graduate,Italy,4.9,TikTok,Yes,7.2,77.0,In Relationship,3,8,4.5,6.2,Poor,7.2,False
315,20,F,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,56.0,Single,3,6,5.1,6.6,Excellent,6.5,False
316,22,M,Graduate,Russia,3.7,VKontakte,No,8.3,51.0,In Relationship,2,5,3.5,7.0,Average,5.2,False
317,19,F,Undergraduate,USA,7.1,Instagram,Yes,5.0,69.35590551181102,Single,4,9,4.3,5.9,Excellent,5.8,True
318,21,M,Graduate,UK,4.6,Facebook,Yes,7.0,69.35590551181102,In Relationship,3,7,3.1,6.5,Poor,3.6,False
319,20,F,Undergraduate,Australia,3.9,Instagram,No,7.9,63.0,Single,2,5,3.9,8.6,Average,5.1,False
320,22,M,Graduate,Germany,3.1,Facebook,No,8.4,68.0,In Relationship,1,4,3.3,8.2,Good,4.9,False
321,19,F,Undergraduate,Spain,5.2,Instagram,Yes,6.8,82.0,Single,3,7,3.6,6.9,Average,5.1,True
322,29,M,Graduate,Denmark,4.1,Facebook,No,7.8,64.0,In Relationship,2,4,4.2,6.5,Good,6.5,False
323,20,F,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,75.0,Single,3,6,2.5,6.6,Good,4.0,False
324,22,M,Graduate,India,5.8,WhatsApp,Yes,6.5,97.0,In Relationship,4,8,6.0,7.1,Average,7.7,True
325,19,F,Undergraduate,Switzerland,4.0,Instagram,No,7.9,99.0,Single,2,4,2.3,5.5,Good,3.9,False
326,21,M,Graduate,Turkey,5.5,Instagram,Yes,6.7,65.0,Single,3,7,2.0,6.2,Good,4.4,True
327,20,F,Undergraduate,USA,6.8,TikTok,Yes,5.5,77.0,In Relationship,4,9,4.9,4.8,Good,7.6,True
328,22,M,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,40.0,Single,3,7,4.4,6.9,Average,6.2,True
329,19,F,Undergraduate,France,4.5,Instagram,No,7.5,59.0,In Relationship,2,5,4.2,6.6,Good,6.7,False
330,21,M,Graduate,Canada,5.3,Instagram,Yes,6.9,94.0,Single,3,7,4.3,6.0,Good,5.5,True
331,20,F,Undergraduate,Spain,5.1,TikTok,Yes,6.7,67.0,Single,3,7,,8.1,Good,5.4,True
332,22,M,Graduate,Denmark,3.9,Facebook,No,7.9,55.0,In Relationship,2,4,2.4,5.3,Average,3.8,False
333,19,F,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,86.0,Single,3,6,3.6,5.0,Excellent,5.1,False
334,21,M,Graduate,India,5.9,WhatsApp,Yes,6.4,56.0,In Relationship,4,8,2.7,6.7,Good,5.0,True
335,20,F,Undergraduate,Switzerland,3.8,Instagram,No,8.0,79.0,Single,2,4,4.7,7.5,Excellent,7.4,False
336,22,M,Graduate,Turkey,5.4,TikTok,Yes,6.8,67.0,Single,3,7,,8.2,Good,4.1,True
337,19,F,Undergraduate,USA,6.9,Instagram,Yes,5.4,97.0,In Relationship,4,9,2.5,6.0,Good,4.6,True
338,21,M,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,51.0,Single,3,7,3.1,7.6,Good,5.1,True
339,28,F,Undergraduate,France,4.4,Instagram,No,7.6,66.0,In Relationship,2,5,,6.5,Good,4.8,False
340,22,M,Graduate,Canada,5.2,TikTok,Yes,7.0,93.0,Single,3,7,2.8,6.3,Average,3.8,True
341,19,F,Undergraduate,Spain,5.0,Instagram,Yes,6.9,92.0,Single,3,7,2.5,6.6,Good,3.8,False
342,21,M,Graduate,Denmark,3.8,Facebook,No,8.0,81.0,In Relationship,2,4,3.8,7.2,Average,4.7,False
343,28,F,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,98.0,Single,3,6,3.8,4.9,Good,4.9,False
344,22,M,Graduate,India,6.0,WhatsApp,Yes,6.3,86.0,In Relationship,4,8,2.9,8.0,Poor,4.1,True
345,19,F,Undergraduate,Switzerland,3.7,Instagram,No,8.1,69.0,Single,2,4,2.9,7.9,Average,4.2,False
346,29,M,Graduate,Turkey,5.3,Instagram,Yes,6.9,69.35590551181102,Single,3,7,,5.9,Excellent,6.199999999999999,True
347,20,F,Undergraduate,USA,7.0,TikTok,Yes,5.3,73.0,In Relationship,4,9,,6.6,Average,3.7,True
348,22,M,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,69.35590551181102,Single,3,7,1.8,7.0,Average,4.8,True
349,19,F,Undergraduate,France,4.3,Instagram,No,7.7,69.35590551181102,In Relationship,2,5,2.6,6.8,Average,4.1,False
350,21,M,Graduate,Canada,5.1,Instagram,Yes,7.1,46.0,Single,3,7,3.2,5.9,Excellent,5.6,True
351,20,F,Undergraduate,Spain,4.9,TikTok,Yes,7.0,71.0,Single,3,7,3.9,5.8,Excellent,6.6,False
352,22,M,Graduate,Denmark,3.7,Facebook,No,8.1,69.35590551181102,In Relationship,2,4,5.3,6.5,Poor,7.5,False
353,19,F,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,92.0,Single,3,6,4.5,7.7,Good,6.0,False
354,21,M,Graduate,India,6.1,WhatsApp,Yes,6.2,64.0,In Relationship,4,8,,7.0,Average,5.699999999999999,True
355,28,F,Undergraduate,Switzerland,3.6,Instagram,No,8.2,72.0,Single,2,4,3.5,6.1,Good,4.5,False
356,22,M,Graduate,Turkey,5.2,TikTok,Yes,7.0,94.0,Single,3,7,2.3,7.3,Average,3.6,True
357,19,F,Undergraduate,USA,7.1,Instagram,Yes,5.2,97.0,In Relationship,4,9,3.5,3.7,Average,5.4,True
358,29,M,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,46.0,Single,3,7,3.2,7.6,Average,5.1,True
359,20,F,Undergraduate,France,4.2,Instagram,No,7.8,91.0,In Relationship,2,5,3.9,4.8,Good,4.5,False
360,22,M,Graduate,Canada,5.0,TikTok,Yes,7.2,96.0,Single,3,7,2.5,6.1,Good,5.4,False
361,19,F,Undergraduate,Spain,4.8,Instagram,Yes,7.1,51.0,Single,3,7,4.1,5.4,Excellent,6.3,False
362,21,M,Graduate,Denmark,3.6,Facebook,No,8.2,55.0,In Relationship,2,4,5.3,5.2,Good,7.0,False
363,20,F,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,55.0,Single,3,6,3.4,7.7,Average,6.199999999999999,False
364,22,M,Graduate,India,6.2,WhatsApp,Yes,6.1,82.0,In Relationship,4,8,4.0,6.0,Average,5.6,True
365,19,F,Undergraduate,Switzerland,3.5,Instagram,No,8.3,92.0,Single,2,4,,6.8,Poor,7.3,False
366,21,M,Graduate,Turkey,5.1,Instagram,Yes,7.1,75.0,Single,3,7,3.0,6.5,Poor,4.8,True
367,20,F,Undergraduate,USA,7.2,TikTok,Yes,5.1,52.0,In Relationship,4,9,3.8,7.0,Poor,4.6,True
368,22,M,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,46.0,Single,3,7,3.5,6.6,Average,5.9,True
369,19,F,Undergraduate,France,4.1,Instagram,No,7.9,75.0,In Relationship,2,5,3.6,5.2,Good,5.800000000000001,False
370,21,M,Graduate,Canada,4.9,Instagram,Yes,7.3,86.0,Single,3,7,2.6,7.5,Poor,5.0,False
371,20,F,Undergraduate,Spain,4.7,TikTok,Yes,7.2,90.0,Single,3,7,3.5,6.6,Average,6.4,False
372,22,M,Graduate,Denmark,3.5,Facebook,No,8.3,48.0,In Relationship,2,4,4.1,4.9,Average,6.5,False
373,19,F,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,71.0,Single,3,6,,6.1,Excellent,7.2,False
374,21,M,Graduate,India,6.3,WhatsApp,Yes,6.0,50.0,In Relationship,4,8,4.7,8.0,Good,7.300000000000001,True
375,20,F,Undergraduate,Switzerland,3.4,Instagram,No,8.4,47.0,Single,2,4,6.1,7.4,Good,8.3,False
376,30,M,Graduate,Turkey,5.0,TikTok,Yes,7.2,72.0,Single,3,7,2.6,6.2,Poor,4.1,False
377,19,F,Undergraduate,USA,7.3,Instagram,Yes,5.0,62.0,In Relationship,4,9,4.5,6.2,Good,7.2,True
378,21,M,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,64.0,Single,3,7,3.7,6.2,Good,4.800000000000001,True
379,20,F,Undergraduate,France,4.0,Instagram,No,8.0,95.0,In Relationship,2,5,6.1,8.6,Poor,8.399999999999999,False
380,22,M,Graduate,Canada,4.8,TikTok,Yes,7.4,47.0,Single,3,7,2.5,6.9,Excellent,5.2,False
381,19,F,Undergraduate,Spain,4.6,Instagram,Yes,7.3,84.0,Single,3,7,2.5,6.9,Good,4.8,False
382,29,M,Graduate,Denmark,3.4,Facebook,No,8.4,61.0,In Relationship,2,4,2.8,7.5,Excellent,5.0,False
383,20,F,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,98.0,Single,3,6,1.0,6.7,Average,3.4,False
384,22,M,Graduate,India,6.4,WhatsApp,Yes,5.9,43.0,In Relationship,4,8,2.9,6.2,Poor,4.6,True
385,19,F,Undergraduate,Switzerland,3.3,Instagram,No,8.5,79.0,Single,2,4,2.6,6.3,Good,5.300000000000001,False
386,21,M,Graduate,Turkey,4.9,Instagram,Yes,7.3,42.0,Single,3,7,3.7,6.4,Poor,4.7,False
387,20,F,Undergraduate,USA,7.4,TikTok,Yes,4.9,68.0,In Relationship,4,9,3.9,6.6,Good,4.7,True
388,22,M,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,80.0,Single,3,7,5.8,7.2,Poor,7.0,True
389,19,F,Undergraduate,France,3.9,Instagram,No,8.1,68.0,In Relationship,2,5,4.6,6.6,Average,6.4,False
390,21,M,Graduate,Canada,4.7,Instagram,Yes,7.5,73.0,Single,3,7,2.8,7.2,Average,4.6,False
391,20,F,Undergraduate,Spain,4.5,TikTok,Yes,7.4,73.0,Single,3,7,2.4,6.4,Excellent,5.0,False
392,22,M,Graduate,Denmark,3.3,Facebook,No,8.5,67.0,In Relationship,2,4,4.1,6.6,Poor,5.6,False
393,19,F,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,52.0,Single,3,6,1.9,4.5,Average,3.6,False
394,21,M,Graduate,India,6.5,WhatsApp,Yes,5.8,54.0,In Relationship,4,8,5.7,6.6,Good,6.2,True
395,20,F,Undergraduate,Switzerland,3.2,Instagram,No,8.6,99.0,Single,2,4,4.9,6.8,Average,6.4,False
396,22,M,Graduate,Turkey,4.8,TikTok,Yes,7.4,62.0,Single,3,7,,7.5,Good,5.0,False
397,19,F,Undergraduate,USA,7.5,Instagram,Yes,4.8,83.0,In Relationship,4,9,1.4,6.6,Good,1.9,True
398,21,M,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,69.35590551181102,Single,3,7,,8.6,Excellent,6.3,True
399,20,F,Undergraduate,France,3.8,Instagram,No,8.2,43.0,In Relationship,2,5,3.4,6.4,Excellent,4.4,False
400,22,M,Graduate,Canada,4.6,TikTok,Yes,7.6,65.0,Single,3,7,5.0,7.6,Good,5.6,False
401,19,F,Undergraduate,Spain,4.4,Instagram,Yes,7.5,79.0,Single,3,7,1.6,5.5,Excellent,3.3,False
402,21,M,Graduate,Denmark,3.2,Facebook,No,8.6,48.0,In Relationship,2,4,2.8,7.1,Good,3.8,False
403,20,F,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,94.0,Single,3,6,3.5,5.4,Excellent,5.9,False
404,22,M,Graduate,India,6.6,WhatsApp,Yes,5.7,44.0,In Relationship,4,8,3.6,5.9,Good,6.2,True
405,19,F,Undergraduate,Switzerland,3.1,Instagram,No,8.7,95.0,Single,2,4,3.0,8.4,Good,4.9,False
406,21,M,Graduate,Turkey,4.7,Instagram,Yes,7.5,71.0,Single,3,7,4.2,6.6,Average,7.2,False
407,20,F,Undergraduate,USA,7.6,TikTok,Yes,4.7,59.0,In Relationship,4,9,2.2,6.7,Good,3.8,True
408,22,M,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,89.0,Single,3,7,3.3,7.4,Good,5.1,True
409,19,F,Undergraduate,France,3.7,Instagram,No,8.3,50.0,In Relationship,2,5,3.6,7.0,Average,6.6,False
410,21,M,Graduate,Canada,4.5,Instagram,Yes,7.7,69.35590551181102,Single,3,7,4.1,6.7,Excellent,5.199999999999999,False
411,20,F,Undergraduate,Spain,4.3,TikTok,Yes,7.6,71.0,Single,3,7,4.4,6.9,Poor,7.300000000000001,False
412,22,M,Graduate,Denmark,3.1,Facebook,No,8.7,67.0,In Relationship,2,4,2.2,8.9,Poor,2.8000000000000003,False
413,19,F,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,61.0,Single,3,6,1.7,6.4,Average,3.3,False
414,21,M,Graduate,India,6.7,WhatsApp,Yes,5.6,80.0,In Relationship,4,8,,6.7,Average,5.7,True
415,20,F,Undergraduate,Switzerland,3.0,Instagram,No,8.8,56.0,Single,2,4,3.9,7.6,Poor,6.199999999999999,False
416,22,M,Graduate,Turkey,4.6,TikTok,Yes,7.6,98.0,Single,3,7,2.6,6.6,Excellent,4.6,False
417,19,F,Undergraduate,USA,7.7,Instagram,Yes,4.6,65.0,In Relationship,4,9,5.4,7.7,Excellent,7.7,True
418,21,M,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,83.0,Single,3,7,3.6,7.1,Good,5.0,True
419,20,F,Undergraduate,France,3.6,Instagram,No,8.4,46.0,In Relationship,2,5,4.9,5.4,Good,6.300000000000001,False
420,22,M,Graduate,Canada,4.4,TikTok,Yes,7.8,81.0,Single,3,7,3.6,8.1,Excellent,4.2,False
421,19,F,Undergraduate,Spain,4.2,Instagram,Yes,7.7,96.0,Single,3,7,6.0,5.4,Average,7.4,False
422,21,M,Graduate,Denmark,3.0,Facebook,No,8.8,65.0,In Relationship,2,4,5.6,6.8,Poor,8.399999999999999,False
423,20,F,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,64.0,Single,3,6,3.2,5.7,Poor,4.6,False
424,22,M,Graduate,India,6.8,WhatsApp,Yes,5.5,49.0,In Relationship,4,8,4.7,6.4,Good,7.300000000000001,True
425,19,F,Undergraduate,Switzerland,2.9,Instagram,No,8.9,98.0,Single,2,4,4.3,6.8,Excellent,6.9,False
426,21,M,Graduate,Turkey,4.5,Instagram,Yes,7.7,84.0,Single,3,7,,6.8,Average,6.5,False
427,20,F,Undergraduate,USA,7.8,TikTok,Yes,4.5,58.0,In Relationship,4,9,2.3,6.9,Average,4.4,True
428,22,M,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,50.0,Single,3,7,4.3,8.1,Excellent,5.0,True
429,19,F,Undergraduate,France,3.5,Instagram,No,8.5,52.0,In Relationship,2,5,4.8,7.0,Excellent,5.6,False
430,21,M,Graduate,Canada,4.3,Instagram,Yes,7.9,92.0,Single,3,7,1.4,6.3,Poor,2.0,False
431,20,F,Undergraduate,Spain,4.1,TikTok,Yes,7.8,47.0,Single,3,7,2.1,7.5,Average,4.1,False
432,22,M,Graduate,Denmark,2.9,Facebook,No,8.9,69.35590551181102,In Relationship,2,4,1.1,7.7,Average,2.7,False
